countyfips,mean_confirmed_7d_avg,mean_deaths_7d_avg
48071,785.4285714285714,4.571428571428571
17019,1342.4285714285713,17
39021,79.28571428571429,1
29041,12.857142857142858,0
24017,1696.7142857142858,90
51036,45,3
46023,98.57142857142857,0
45019,10301.42857142857,123.14285714285714
26029,41.857142857142854,2
12015,1608.857142857143,82.28571428571429
51037,44,0
51540,399,8
13049,239.71428571428572,2.5714285714285716
20017,6,0
31029,4,0
13051,4017,45.142857142857146
37037,1147.142857142857,47.857142857142854
13053,506.42857142857144,1
13055,123.14285714285714,2
20019,5,0
36013,213.14285714285714,7.571428571428571
35005,248,4
47021,411.85714285714283,4
26031,32.714285714285715,2
53007,865,7.428571428571429
36015,158,2.2857142857142856
36017,196.85714285714286,6
1019,187,7
13057,2356.8571428571427,51
19035,93.42857142857143,1
20021,64,1
37039,183.14285714285714,2.5714285714285716
40021,202,1
45021,428.7142857142857,15.857142857142858
48073,604.5714285714286,2.2857142857142856
31031,3.5714285714285716,0
51550,1990.857142857143,24.285714285714285
33005,80.42857142857143,2
42029,4549.571428571428,342.42857142857144
45023,424.7142857142857,6.571428571428571
47023,136.14285714285714,0
45025,590.4285714285714,18.142857142857142
51041,3654.5714285714284,65.57142857142857
8017,7.428571428571429,0
20023,2,0
31033,22.428571428571427,0
19037,43,0
28017,370.7142857142857,19
5017,288.42857142857144,3.2857142857142856
48075,16.142857142857142,0
1021,546,4
26033,25.714285714285715,0
27023,87.85714285714286,1
55017,181.57142857142858,0
27025,142.71428571428572,1
50007,705.5714285714286,39
1023,251,12
28019,101.71428571428571,4
40023,150.57142857142858,1
30015,3,0
37041,83,0
17021,70,4
21047,388.2857142857143,4.428571428571429
29043,155.14285714285714,1
32001,39.57142857142857,1
72039,94.57142857142857,0
35006,286.7142857142857,17
72041,112.42857142857143,0
40025,1,0
12017,998.4285714285714,19
41005,1221.5714285714287,33.57142857142857
22027,189.71428571428572,10
28021,368.7142857142857,11.857142857142858
47025,143,0
53009,74,0
26035,46,3
45027,644.1428571428571,48.285714285714285
42031,71,2
5019,122.28571428571429,0
16033,1,0
17023,53.142857142857146,0
18019,867,45
20025,39.285714285714285,1
21049,125.71428571428571,7
29045,2,0
32003,34880.28571428572,587.1428571428571
39023,970.4285714285714,11
46025,16,0
53011,1302.142857142857,33
55019,152.28571428571428,7
1025,420.7142857142857,8.571428571428571
13059,1386.7142857142858,15
19039,157.57142857142858,3
28023,268.57142857142856,25
51043,63.285714285714285,0
41007,67.85714285714286,0
1027,147.42857142857142,2.7142857142857144
5021,99.57142857142857,3.857142857142857
12019,2393.285714285714,45.714285714285715
13061,68.42857142857143,2
17025,9.142857142857142,0
18021,78.57142857142857,5
19041,163.57142857142858,1
20027,14.428571428571429,2
21051,128.14285714285714,4
27027,691.7142857142857,39
28025,325.2857142857143,13
29047,691.4285714285714,17.142857142857142
31035,42.285714285714285,0
37043,50.57142857142857,0
46027,102.71428571428571,0
47027,40.57142857142857,0
48077,22.714285714285715,0.14285714285714285
54015,17,1
13063,3822.8571428571427,89.85714285714286
19043,72.57142857142857,3
8019,24.714285714285715,1
42033,110.28571428571429,0
16035,12.285714285714286,0
27029,14.142857142857142,0
1029,89.42857142857143,1
5023,167.57142857142858,5
39025,695.8571428571429,9.142857142857142
5025,53.285714285714285,0.5714285714285714
37045,787.1428571428571,12.428571428571429
40027,1970,40.42857142857143
13065,150,4
17027,289.85714285714283,17
18023,318.7142857142857,3
19045,210.85714285714286,2
21053,15,0
26037,347.42857142857144,12
29049,48.57142857142857,0
36019,116.85714285714286,4
39027,122.57142857142857,4
42035,106.85714285714286,5
20029,26.285714285714285,0
28027,494.42857142857144,7
40029,21.714285714285715,0
72043,84.57142857142857,0
13067,9598.714285714286,280.14285714285717
4003,1337.5714285714287,36.42857142857143
48079,10.142857142857142,0
47029,262,1
4005,2808.1428571428573,110
46029,109.14285714285714,0
1031,598.5714285714286,4.714285714285714
13069,1142.2857142857142,21.285714285714285
47031,252.71428571428572,0
20031,62.142857142857146,8
48081,22.142857142857142,1
1033,845.5714285714286,10.142857142857142
29051,203,2
48083,8.142857142857142,0
17029,282.42857142857144,17
31037,687.2857142857143,4
35007,11.571428571428571,1
45029,639.2857142857143,29.142857142857142
12021,8531,115.14285714285714
48085,5660.285714285715,69.57142857142857
48087,6,0
51570,170,20
48089,222,0.2857142857142857
13071,1394.5714285714287,20.571428571428573
5027,156,5
12023,1882.7142857142858,8.285714285714286
13073,1408.7142857142858,17.285714285714285
36021,498.57142857142856,37
41009,66.42857142857143,0
42037,444.42857142857144,35
53013,10.857142857142858,0
55021,181.28571428571428,1
39029,1486.142857142857,60.57142857142857
37047,734.7142857142857,41.285714285714285
6011,255.42857142857142,1.7142857142857142
48091,1468.2857142857142,44.42857142857143
20033,3,0
40031,642.7142857142857,9
48093,197.14285714285714,2.142857142857143
72045,89,0
48095,21,0.14285714285714285
22029,220.28571428571428,7
1035,318.14285714285717,9
8021,21.285714285714285,0
6013,6565.857142857143,103
56009,30,0
5029,119.14285714285714,3
13075,322.42857142857144,5
17031,101334.28571428571,4817.428571428572
27031,2,0
48097,165.71428571428572,0.42857142857142855
29053,43.142857142857146,0
33007,15.142857142857142,0
41011,75.85714285714286,0
1037,78.71428571428571,1.7142857142857142
28029,802.7142857142857,20.857142857142858
72047,101.28571428571429,0
46031,23.571428571428573,0
36023,81.14285714285714,0
48099,510.2857142857143,3.2857142857142856
39031,170.28571428571428,4.571428571428571
8023,22,0
48101,6.428571428571429,1.1428571428571428
40033,14.285714285714286,2
27033,154.85714285714286,0
1039,605.4285714285714,17.714285714285715
28031,512.1428571428571,7.714285714285714
51580,8,0
13077,1128.142857142857,17
20035,125.42857142857143,2
53015,383.7142857142857,2.7142857142857144
40035,47.714285714285715,0
51045,11.571428571428571,0
5031,890.8571428571429,8.142857142857142
48103,65,8.857142857142858
37049,566.7142857142857,8
5033,417.14285714285717,3
13079,76.42857142857143,0
17033,28.142857142857142,0
18025,38.142857142857146,0
19047,691.8571428571429,3
20037,354.42857142857144,1
26039,92.28571428571429,5
29055,32.42857142857143,0
39033,154.71428571428572,5
42039,115.85714285714286,1
55023,50.142857142857146,0
40037,336.2857142857143,10.428571428571429
1041,216,3
13081,345.42857142857144,13.571428571428571
5035,1047.142857142857,15.571428571428571
21055,22.142857142857142,1
47033,135.57142857142858,3
48105,128.57142857142858,2
41013,30.571428571428573,1
56011,9,0
48107,41.42857142857143,2.857142857142857
5037,137.28571428571428,1
27035,148.28571428571428,12
8025,72.14285714285714,1
48109,13.571428571428571,1.1428571428571428
72049,13.142857142857142,0
1043,908.5714285714286,7.857142857142857
51047,916.1428571428571,12
17035,38.142857142857146,1.4285714285714286
21057,23.142857142857142,0
23005,1992,68
34011,3111.4285714285716,154.14285714285714
37051,2212.5714285714284,48.42857142857143
42041,1089.5714285714287,69.57142857142857
47035,291.14285714285717,6
51049,60,0
31039,45.42857142857143,0
37053,59.42857142857143,0
35009,352.2857142857143,1.5714285714285714
41015,12,0
8027,10,0
16037,7,0
30017,44.42857142857143,0
31041,41,4
40039,140.42857142857142,0
46033,11,0
39035,11360.285714285714,442.85714285714283
13083,92.14285714285714,1
29057,9,0
27037,3331,101.28571428571429
31043,1882.142857142857,38.285714285714285
1045,625.1428571428571,12.142857142857142
48111,167.28571428571428,2
1047,1175.4285714285713,17.857142857142858
5039,28.857142857142858,0
19049,1633,34
29059,36.142857142857146,1
48113,44957.71428571428,582.5714285714286
55025,3728.8571428571427,33.142857142857146
51590,232.71428571428572,3
37055,171.28571428571428,1
39037,273.14285714285717,26
45031,823,25
42043,2501.8571428571427,152.14285714285714
37057,1493,16
47037,17263,180.42857142857142
37059,302.57142857142856,4
18027,191,18
21059,617.5714285714286,7
29061,16.142857142857142,0
19051,47.285714285714285,1
49011,2588.1428571428573,9.857142857142858
46035,76.42857142857143,0
31045,4,0
13085,223.57142857142858,3
30021,8.857142857142858,0
31047,903,8.571428571428571
48115,116.85714285714286,1.4285714285714286
46037,20.285714285714285,0
35011,0,0
22031,550,23.285714285714285
17039,24.285714285714285,0
1049,1427.5714285714287,8.714285714285714
13089,10695,201.28571428571428
17037,754.8571428571429,23.857142857142858
18033,190,4
29063,24.714285714285715,1
47041,201.14285714285714,1
12027,1145.5714285714287,14
28033,2633.285714285714,20.714285714285715
48123,448.2857142857143,11.285714285714286
48117,496.2857142857143,18.142857142857142
18029,377.2857142857143,25.857142857142858
13087,463.57142857142856,8
18031,271.57142857142856,32
19053,16.428571428571427,0
20039,4.857142857142857,0
47039,86.42857142857143,0
30023,11.142857142857142,0
39039,99.57142857142857,4
6015,82,0
18035,538,52
19055,72.85714285714286,1
36025,96,4
39041,1018.8571428571429,16.285714285714285
40041,337.7142857142857,19
42045,8151.428571428572,678.2857142857143
8029,94.57142857142857,1
26041,56.714285714285715,3
48119,11.857142857142858,0
2068,1,0
29065,9.285714285714286,0
48121,5680,49.285714285714285
8031,8927.42857142857,403.14285714285717
19057,124.85714285714286,2
41017,419.85714285714283,2.142857142857143
5041,123.28571428571429,1
31049,1,0
46039,6.285714285714286,0
40043,4.571428571428571,0
46041,50.285714285714285,0
48125,4,0.14285714285714285
51051,12,0
38021,8.142857142857142,0
19059,353.14285714285717,4
20041,35.142857142857146,1
26043,38.714285714285715,2
47043,447,0.14285714285714285
45033,479.85714285714283,20.285714285714285
48127,76.57142857142857,0
51053,175.28571428571428,2
11001,11647.285714285714,580.8571428571429
38023,1,0
12029,215.57142857142858,4
31051,56,2
13091,190.28571428571428,2
27039,116.71428571428571,0
31053,734.2857142857143,8
55027,600,5
8033,1.5714285714285714,0
35013,1916.5714285714287,15.428571428571429
20043,40.857142857142854,0
48129,37.285714285714285,0
13093,229.14285714285714,14
55029,79,3
72051,198.71428571428572,0
24019,296,5
45035,2345.8571428571427,27.571428571428573
13095,2419,160.14285714285714
8035,1460.5714285714287,55.285714285714285
13097,1957.7142857142858,44.42857142857143
17041,91.28571428571429,0.7142857142857143
20045,573,1.7142857142857142
27041,110,0
29067,39.285714285714285,1
31055,9316.857142857143,119.42857142857143
32005,121.14285714285714,0
41019,106,1
46043,15.714285714285714,0
53017,602.7142857142857,5
55031,84.85714285714286,0
5043,127.71428571428571,2
17043,10696,504.42857142857144
18037,507.85714285714283,9
19061,1312.7142857142858,25.428571428571427
31057,0.42857142857142855,0
29069,184.14285714285714,3
38025,26.285714285714285,0
55033,81.71428571428571,0
37061,1838.2857142857142,38.57142857142857
37063,5355.142857142857,74.85714285714286
36027,4407.428571428572,152.85714285714286
12031,18814.714285714286,124
48131,116.42857142857143,0.14285714285714285
47045,412.57142857142856,5
8037,921.1428571428571,9
13099,332.14285714285717,31
22033,9313.57142857143,302.7142857142857
22035,484.14285714285717,1
22037,437.14285714285717,34.57142857142857
48133,36.857142857142854,0.14285714285714285
26045,403,7
55035,423.14285714285717,2.7142857142857144
13101,216.14285714285714,0
48135,2753.285714285714,35.42857142857143
35015,211.57142857142858,2
38027,7.857142857142857,0
17045,21.714285714285715,0
37065,492.14285714285717,10
45037,204.28571428571428,5
21061,86,12
46045,10,0
17047,6,0
20047,8.714285714285714,0
48137,19.857142857142858,0
13103,491,1
17049,55.714285714285715,1
6017,501.42857142857144,1
8041,3939.285714285714,124
48141,12720,210.42857142857142
8039,76.14285714285714,2
13105,268.14285714285717,1
20049,1,0
42047,38.42857142857143,2
18039,4242.142857142857,69.71428571428571
32007,374.14285714285717,2
21063,7.142857142857143,0
20051,101.42857142857143,0
40045,2.5714285714285716,0
48139,2203.1428571428573,22.571428571428573
20053,15.142857142857142,0
1051,1385.857142857143,32.714285714285715
16039,137.14285714285714,2
13107,299.85714285714283,4.714285714285714
19063,133.28571428571428,0.5714285714285714
26047,50.57142857142857,2
38029,11.428571428571429,1
51595,156,15
48143,362.85714285714283,3.4285714285714284
36029,8224.57142857143,662.1428571428571
39043,412.2857142857143,22.857142857142858
42049,834.5714285714286,14.142857142857142
1053,764.5714285714286,14.571428571428571
12033,6650.142857142857,73.14285714285714
32009,0,0
25009,16885,1158.857142857143
34013,19237.14285714286,2097.5714285714284
36031,53.714285714285715,0
50009,4,0
51057,72.42857142857143,0.42857142857142855
21065,9,0
1055,1550.142857142857,16
32011,2,0
22039,593.8571428571429,2
13109,143.57142857142858,0.7142857142857143
2090,349.57142857142856,3.2857142857142856
51059,15207.57142857143,513
51600,74,7
9001,17313.285714285714,1401
39045,1015.1428571428571,18.714285714285715
45039,468.85714285714283,23
72053,149.28571428571428,0
46047,14,0
30025,1.4285714285714286,0
48145,93.57142857142857,0.14285714285714285
51610,54.714285714285715,6
13111,220.57142857142858,2
48147,182.28571428571428,7.857142857142857
27043,73.14285714285714,0
46049,25,1
5045,1015.5714285714286,4
51061,552.4285714285714,8
1057,131.71428571428572,5
13113,759.8571428571429,22.142857142857142
17051,40.857142857142854,3
18041,128.71428571428572,7
19065,68.85714285714286,0
21067,2304.714285714286,42.57142857142857
39047,66,0
42051,299.14285714285717,4
47047,513.8571428571429,7.857142857142857
48149,318.57142857142856,6
54019,109.28571428571429,4.714285714285714
47049,48.857142857142854,0
30027,4,0
53019,7.428571428571429,0
27045,51.714285714285715,0
31059,20.857142857142858,1
20055,1666.857142857143,10
48151,22.857142857142858,1
12035,750.2857142857143,7.714285714285714
30029,168,2
21069,42.714285714285715,0
45041,2345.4285714285716,76
55037,5.142857142857143,0
72054,98,0
13115,978,15
18043,543.7142857142857,44
19067,95.28571428571429,2
21071,68.85714285714286,1
48153,64,4
51063,27.142857142857142,1
51065,156.42857142857142,8
48155,1.7142857142857142,0
55039,473.85714285714283,6
17053,35.285714285714285,1
20057,1996.7142857142858,8
42053,7,0
55041,54.285714285714285,4
28035,1336,45.57142857142857
13117,1539.7142857142858,16
37067,4455.714285714285,41
48157,6397.857142857143,84.71428571428571
38031,6.285714285714286,0
18045,49.57142857142857,2
1059,1064,17.571428571428573
5047,67.14285714285714,1
12037,83.71428571428571,0.8571428571428571
13119,316,3
16041,39.57142857142857,0
17055,90,0
18047,163.42857142857142,8
19069,161.71428571428572,2.7142857142857144
20059,126.85714285714286,1
21073,204,5
22041,681.2857142857143,15.857142857142858
23007,45,1
25011,392.42857142857144,58
28037,81,2
29071,421.2857142857143,18
31061,8.142857142857142,0
36033,42.57142857142857,0
37069,663.8571428571429,24
39049,15222,484.85714285714283
42055,1157.857142857143,46
47051,184.14285714285714,3
48159,74.28571428571429,1
50011,112.71428571428571,6
51067,135.14285714285714,1
53021,2950,44
51620,100.85714285714286,4
24021,2841.8571428571427,120
51069,622.1428571428571,7
51630,312.7142857142857,1.4285714285714286
27047,334.57142857142856,1
48161,120.14285714285714,0
8043,85.28571428571429,0
16043,34.285714285714285,0
19071,19.714285714285715,0
56013,444.14285714285717,0
6019,11996.857142857143,108.57142857142857
48163,410.14285714285717,1.8571428571428572
31063,3,0
5049,22.142857142857142,0
13121,15058.142857142857,362
17057,21.857142857142858,0
18049,106,1.1428571428571428
21075,38.142857142857146,1
36035,268.57142857142856,24
39051,109.14285714285714,0
42057,20.142857142857142,1.5714285714285714
31065,12.285714285714286,1
12039,1075.142857142857,12.428571428571429
31067,72.42857142857143,4
