countyfips,mean_confirmed_7d_total,mean_deaths_7d_total
31023,60.714285714285715,0
39017,2679.8571428571427,61.57142857142857
42019,616.2857142857143,16
6007,860.4285714285714,6.285714285714286
46019,8.714285714285714,1.1428571428571428
13035,453.7142857142857,41
37025,2407.1428571428573,42.285714285714285
54011,297.7142857142857,2.2857142857142856
72023,171.57142857142858,0
22017,6264,302
40015,302.7142857142857,13.285714285714286
72025,550.5714285714286,0
6009,111,1.1428571428571428
22019,5909,109.85714285714286
21033,47.57142857142857,0
22021,194.71428571428572,1.1428571428571428
29025,30,1.1428571428571428
37027,1043.142857142857,11.428571428571429
48055,1101.7142857142858,11.428571428571429
50005,28.714285714285715,0
1015,1152.142857142857,6.857142857142857
5013,10,0
12013,280,8
13037,205.42857142857142,6.857142857142857
17013,5.571428571428571,0
19025,83.14285714285714,2.2857142857142856
26025,785.2857142857143,44.714285714285715
28013,367.85714285714283,7.428571428571429
45017,292.57142857142856,4
48057,405.85714285714283,3.142857142857143
54013,6,0
48059,42.857142857142854,2.5714285714285716
29027,102.71428571428571,1.1428571428571428
21035,167.57142857142858,2.2857142857142856
55015,236.42857142857142,2.2857142857142856
24009,597.5714285714286,30.857142857142858
16025,1.1428571428571428,0
42021,235.14285714285714,3.4285714285714284
13039,541,4.142857142857143
29029,202.42857142857142,3.142857142857143
34007,9146.714285714286,645.7142857142857
37029,57.714285714285715,2.2857142857142856
22023,173.28571428571428,0
42023,5.714285714285714,0
48061,8350,203
48063,207.14285714285714,2.857142857142857
21037,508.7142857142857,14.857142857142858
46021,1.1428571428571428,0
47013,145.85714285714286,1.1428571428571428
51031,113.85714285714286,1.1428571428571428
56005,118.57142857142857,0
72027,88,0
40017,906.8571428571429,4.714285714285714
13043,187.28571428571428,1
47015,100.28571428571429,0
72029,281.14285714285717,0
16027,4442.571428571428,29.428571428571427
29031,590.1428571428571,3.4285714285714284
34009,890.4285714285714,97.57142857142857
30009,50.57142857142857,0
42025,392.2857142857143,32
56007,67.57142857142857,0
16029,24,0
21039,18.714285714285715,1.1428571428571428
27017,127,0
72031,818.8571428571429,0
24011,443.42857142857144,3.4285714285714284
51033,191.85714285714286,4.571428571428571
5015,355.2857142857143,6.857142857142857
13045,1713.5714285714287,48
17015,33.857142857142854,2.2857142857142856
18015,138,2.2857142857142856
19027,181.28571428571428,1.1428571428571428
21041,151,2.2857142857142856
24013,1539.5714285714287,131.85714285714286
28015,261.85714285714283,12.571428571428571
29033,72.85714285714286,0
33003,89.71428571428571,1
39019,106.71428571428571,4.714285714285714
47017,132.85714285714286,2.2857142857142856
51035,332.57142857142856,11.571428571428571
48065,11.571428571428571,0
32510,309.14285714285717,7.857142857142857
21043,89.42857142857143,1.1428571428571428
29035,11.142857142857142,1.1428571428571428
40019,278.14285714285717,3.4285714285714284
47019,310.85714285714283,3.2857142857142856
37031,263,5.714285714285714
27019,734,2.2857142857142856
30013,115.71428571428571,2.2857142857142856
21045,147.85714285714286,9.428571428571429
17017,189.28571428571428,12.571428571428571
18017,1944.857142857143,10.285714285714286
19029,39,0
26027,287.2857142857143,9.285714285714286
27021,44.285714285714285,2.2857142857142856
29037,470,9.142857142857142
31025,151.57142857142858,1.1428571428571428
38017,3157.1428571428573,85.57142857142857
48067,133.85714285714286,4.142857142857143
16031,457.57142857142856,1.1428571428571428
48069,169.42857142857142,1.4285714285714286
37033,195.42857142857142,2.2857142857142856
22025,272.85714285714283,3.4285714285714284
72033,131.85714285714286,0
37035,1916,22
13047,504,9.142857142857142
35003,4.571428571428571,1.1428571428571428
36009,171.28571428571428,6.857142857142857
38019,31,0
72035,169,0
36011,156.42857142857142,2.2857142857142856
24015,670.8571428571429,34.285714285714285
19031,122.28571428571429,1.1428571428571428
29039,34.42857142857143,0
31027,22.857142857142858,0
72037,53.142857142857146,0
42027,370.57142857142856,10.428571428571429
19033,584,18
8015,279.7142857142857,21.714285714285715
1017,874,41.142857142857146
48071,904.2857142857143,4.857142857142857
17019,1546,19.571428571428573
39021,91.57142857142857,1.1428571428571428
29041,14.857142857142858,0
24017,1949.857142857143,102.85714285714286
51036,51.42857142857143,3.4285714285714284
46023,112.71428571428571,0
45019,11861.42857142857,143.71428571428572
26029,48,2.2857142857142856
12015,1863.7142857142858,94.28571428571429
51037,50.857142857142854,0
51540,462,9.142857142857142
13049,282,3
20017,6.857142857142857,0
31029,4.571428571428571,0
13051,4660.571428571428,53
37037,1316.857142857143,54.857142857142854
13053,580.4285714285714,1.1428571428571428
13055,145.42857142857142,2.2857142857142856
20019,5.714285714285714,0
36013,244.42857142857142,8.857142857142858
35005,289.2857142857143,4.571428571428571
47021,477.42857142857144,4.571428571428571
26031,37.57142857142857,2.2857142857142856
53007,1002.1428571428571,8.571428571428571
36015,180.85714285714286,2.7142857142857144
36017,225.85714285714286,6.857142857142857
1019,216.42857142857142,8
13057,2725.285714285714,58.42857142857143
19035,107.14285714285714,1.1428571428571428
20021,73.57142857142857,1.1428571428571428
37039,215.71428571428572,3
40021,240.57142857142858,1.1428571428571428
45021,500.42857142857144,18.714285714285715
48073,699.5714285714286,2.857142857142857
31031,4.285714285714286,0
51550,2316,28
33005,92.57142857142857,2.2857142857142856
42029,5232.428571428572,391.42857142857144
45023,493.14285714285717,7.714285714285714
47023,159.71428571428572,0
45025,681.7142857142857,21
51041,4196.857142857143,75
8017,8.571428571428571,0
20023,2.2857142857142856,0
31033,25.714285714285715,0
19037,49.857142857142854,0
28017,427.2857142857143,21.714285714285715
5017,335.7142857142857,3.857142857142857
48075,20,0
1021,633.7142857142857,4.714285714285714
26033,29.571428571428573,0
27023,100.71428571428571,1.1428571428571428
55017,209.85714285714286,0
27025,165,1.1428571428571428
50007,807.7142857142857,44.57142857142857
1023,288.7142857142857,13.714285714285714
28019,117.57142857142857,4.571428571428571
40023,173,1.1428571428571428
30015,3.4285714285714284,0
37041,98.14285714285714,0
17021,81.42857142857143,4.571428571428571
21047,448.2857142857143,5.142857142857143
29043,185.14285714285714,1.1428571428571428
32001,45.714285714285715,1.1428571428571428
72039,110,0
35006,328.42857142857144,19.428571428571427
72041,130.57142857142858,0
40025,1.1428571428571428,0
12017,1158.857142857143,21.857142857142858
41005,1406.7142857142858,38.714285714285715
22027,218.42857142857142,11.428571428571429
28021,423.7142857142857,13.571428571428571
47025,167.14285714285714,0
53009,86.28571428571429,0
26035,53.57142857142857,3.4285714285714284
45027,744.5714285714286,55.285714285714285
42031,81.28571428571429,2.2857142857142856
5019,143,0
16033,1.1428571428571428,0
17023,62.142857142857146,0
18019,1002.7142857142857,51.42857142857143
20025,45.142857142857146,1.1428571428571428
21049,144.57142857142858,8
29045,2.2857142857142856,0
32003,40385.142857142855,676.5714285714286
39023,1116.5714285714287,12.714285714285714
46025,18.285714285714285,0
53011,1499.5714285714287,38.142857142857146
55019,175.28571428571428,8
1025,484,9.857142857142858
13059,1602,17.142857142857142
19039,180.57142857142858,3.4285714285714284
28023,308.85714285714283,28.571428571428573
51043,72.42857142857143,0
41007,78,0
1027,172.71428571428572,3.2857142857142856
5021,114.28571428571429,4.428571428571429
12019,2766.8571428571427,52.42857142857143
13061,78.28571428571429,2.2857142857142856
17025,10.571428571428571,0
18021,91.14285714285714,5.714285714285714
19041,187.42857142857142,1.1428571428571428
20027,16.857142857142858,2.2857142857142856
21051,147.57142857142858,4.571428571428571
27027,794.1428571428571,44.57142857142857
28025,375.2857142857143,14.857142857142858
29047,803.4285714285714,19.857142857142858
31035,48.714285714285715,0
37043,59.42857142857143,0
46027,118,0
47027,47.42857142857143,0
48077,26.428571428571427,0.2857142857142857
54015,19.428571428571427,1.1428571428571428
13063,4415.857142857143,103.28571428571429
19043,84.57142857142857,3.4285714285714284
8019,28.428571428571427,1.1428571428571428
42033,127.42857142857143,0
16035,14.428571428571429,0
27029,16.285714285714285,0
1029,104.42857142857143,1.1428571428571428
5023,192.57142857142858,5.714285714285714
39025,801.4285714285714,10.571428571428571
5025,62.142857142857146,0.7142857142857143
37045,914.5714285714286,14.285714285714286
40027,2285.5714285714284,46.42857142857143
13065,173,4.571428571428571
17027,334.2857142857143,19.428571428571427
18023,365.2857142857143,3.4285714285714284
19045,246.14285714285714,2.2857142857142856
21053,17.428571428571427,0
26037,401.7142857142857,13.714285714285714
29049,56.714285714285715,0
36019,134.42857142857142,4.571428571428571
39027,141.42857142857142,4.714285714285714
42035,122.57142857142857,5.714285714285714
20029,30.285714285714285,0
28027,575.4285714285714,8
40029,25.571428571428573,0
72043,99.14285714285714,0
13067,11092,321.85714285714283
4003,1540.7142857142858,42.714285714285715
48079,12.142857142857142,0
47029,308.42857142857144,1.1428571428571428
4005,3219.5714285714284,126
46029,125.14285714285714,0
1031,691.2857142857143,5.428571428571429
13069,1318.857142857143,24.571428571428573
47031,298.14285714285717,0
20031,71.28571428571429,9.142857142857142
48081,27.142857142857142,1.1428571428571428
1033,978.5714285714286,11.714285714285714
29051,238.42857142857142,2.2857142857142856
48083,9.571428571428571,0
17029,329.14285714285717,19.857142857142858
31037,785.7142857142857,4.571428571428571
35007,13.428571428571429,1.1428571428571428
45029,736.7142857142857,33.42857142857143
12021,9826.57142857143,132.28571428571428
48085,6508.571428571428,79.14285714285714
48087,6.857142857142857,0
51570,195,22.857142857142858
48089,255.85714285714286,0.42857142857142855
13071,1598.857142857143,23.571428571428573
5027,180.14285714285714,5.857142857142857
12023,2209.1428571428573,9.714285714285714
13073,1639.4285714285713,19.857142857142858
36021,570.5714285714286,42.285714285714285
41009,76.42857142857143,0
42037,509.14285714285717,40
53013,12.714285714285714,0
55021,209.57142857142858,1.1428571428571428
39029,1701.857142857143,69.14285714285714
37047,844.2857142857143,47.57142857142857
6011,297.14285714285717,2
48091,1697.142857142857,52.285714285714285
20033,3.4285714285714284,0
40031,746,10.285714285714286
48093,229,2.5714285714285716
72045,102.57142857142857,0
48095,24.285714285714285,0.2857142857142857
22029,254.42857142857142,8
1035,367,10.285714285714286
8021,24.285714285714285,0
6013,7609.285714285715,118.42857142857143
56009,34.285714285714285,0
5029,136.85714285714286,3.4285714285714284
13075,372,5.714285714285714
17031,116111.57142857143,5511.285714285715
27031,2.2857142857142856,0
48097,191.71428571428572,0.8571428571428571
29053,52.42857142857143,0
33007,17.428571428571427,0
41011,87.28571428571429,0
1037,91.14285714285714,2
28029,924.4285714285714,23.857142857142858
72047,119,0
46031,27,0
36023,93.85714285714286,0
48099,592.4285714285714,4
39031,195.85714285714286,5.285714285714286
8023,25.142857142857142,0
48101,7.714285714285714,1.4285714285714286
40033,16.714285714285715,2.2857142857142856
27033,177.57142857142858,0
1039,697.4285714285714,20.428571428571427
28031,590.5714285714286,8.857142857142858
51580,9.428571428571429,0
13077,1304.2857142857142,19.428571428571427
20035,145.42857142857142,2.2857142857142856
53015,443,3.4285714285714284
40035,56.57142857142857,0
51045,13.714285714285714,0
5031,1034.5714285714287,9.714285714285714
48103,74.42857142857143,9.142857142857142
37049,654,9.142857142857142
5033,484.7142857142857,3.4285714285714284
13079,88.14285714285714,0
17033,32.42857142857143,0
18025,43.857142857142854,0
19047,792.1428571428571,3.4285714285714284
20037,406.42857142857144,1.1428571428571428
26039,105.57142857142857,5.714285714285714
29055,37.142857142857146,0
39033,177.28571428571428,5.714285714285714
42039,132.71428571428572,1.1428571428571428
55023,57.714285714285715,0
40037,397.57142857142856,12.142857142857142
1041,249.71428571428572,3.4285714285714284
13081,395.14285714285717,15.571428571428571
5035,1206.142857142857,18
21055,25.428571428571427,1.1428571428571428
47033,160.14285714285714,3.4285714285714284
48105,148.57142857142858,2.2857142857142856
41013,35.57142857142857,1.1428571428571428
56011,10.285714285714286,0
48107,48.714285714285715,3.142857142857143
5037,159.42857142857142,1.1428571428571428
27035,172,13.714285714285714
8025,82.42857142857143,1.1428571428571428
48109,15.714285714285714,1.4285714285714286
72049,15.428571428571429,0
1043,1051.2857142857142,9.285714285714286
51047,1049.2857142857142,13.714285714285714
17035,43.714285714285715,1.7142857142857142
21057,27.428571428571427,0
23005,2280,77.71428571428571
34011,3563.714285714286,176.42857142857142
37051,2568.1428571428573,55.42857142857143
42041,1256,79.57142857142857
47035,339.2857142857143,6.857142857142857
51049,69,0
31039,52.285714285714285,0
37053,69.28571428571429,0
35009,410.85714285714283,1.8571428571428572
41015,14,0
8027,11.428571428571429,0
16037,8,0
30017,51.142857142857146,0.2857142857142857
31041,47.142857142857146,4.571428571428571
40039,163.57142857142858,0
46033,12.714285714285714,0
39035,13065.714285714286,508.57142857142856
13083,106.42857142857143,1.1428571428571428
29057,10.571428571428571,0
27037,3840.285714285714,115.85714285714286
31043,2152.5714285714284,43.857142857142854
1045,727,14.571428571428571
48111,192,2.7142857142857144
1047,1349,20.857142857142858
5039,35.857142857142854,0
19049,1872.5714285714287,38.857142857142854
29059,42.285714285714285,1.1428571428571428
48113,51818.857142857145,671.4285714285714
55025,4286.571428571428,38.142857142857146
51590,271.14285714285717,3.4285714285714284
37055,197.57142857142858,1.1428571428571428
39037,313.2857142857143,29.714285714285715
45031,954,29.571428571428573
42043,2871.1428571428573,174.14285714285714
37057,1714.857142857143,18.285714285714285
47037,19888.285714285714,208.14285714285714
37059,347.2857142857143,4.571428571428571
18027,221.28571428571428,20.714285714285715
21059,712,8
29061,18.571428571428573,0
19051,54.142857142857146,1.1428571428571428
49011,2985.8571428571427,11.571428571428571
46035,88,0
31045,4.571428571428571,0
13085,258.42857142857144,3.4285714285714284
30021,10.142857142857142,0
31047,1034,9.857142857142858
48115,135,2
46037,23.285714285714285,0
35011,0,0
22031,634.2857142857143,26.714285714285715
17039,28,0
1049,1645.142857142857,10
13089,12337,231
17037,867.4285714285714,27.428571428571427
18033,219.28571428571428,4.571428571428571
29063,28.857142857142858,1.1428571428571428
47041,239,1.1428571428571428
12027,1320.857142857143,16
28033,3014.4285714285716,23.714285714285715
48123,520,13
48117,570.4285714285714,20.428571428571427
18029,437.42857142857144,29.714285714285715
13087,540.8571428571429,9.142857142857142
18031,312.2857142857143,36.57142857142857
19053,18.857142857142858,0
20039,5.571428571428571,0
47039,103.14285714285714,0
30023,13.142857142857142,0
39039,116.42857142857143,4.571428571428571
6015,94.57142857142857,0
18035,619.8571428571429,59.42857142857143
19055,84.28571428571429,1.1428571428571428
36025,110.14285714285714,4.571428571428571
39041,1175.2857142857142,18.714285714285715
40041,391.85714285714283,21.714285714285715
42045,9364.142857142857,775.8571428571429
8029,108.85714285714286,1.1428571428571428
26041,65.57142857142857,3.4285714285714284
48119,13.571428571428571,0
2068,1.1428571428571428,0
29065,10.571428571428571,0
48121,6566.857142857143,59.42857142857143
8031,10268.42857142857,461.2857142857143
19057,143.71428571428572,2.2857142857142856
41017,488.14285714285717,2.857142857142857
5041,142.28571428571428,1.2857142857142858
31049,1.1428571428571428,0
46039,7.428571428571429,0
40043,5.428571428571429,0
46041,57.857142857142854,0
48125,4.571428571428571,0.2857142857142857
51051,14.285714285714286,0
38021,9.571428571428571,0
19059,404.7142857142857,4.571428571428571
20041,40.714285714285715,1.1428571428571428
26043,44.857142857142854,2.2857142857142856
47043,519.8571428571429,0.2857142857142857
45033,553.5714285714286,23.285714285714285
48127,90.57142857142857,0
51053,202.85714285714286,2.2857142857142856
11001,13353.714285714286,664.1428571428571
38023,1.1428571428571428,0
12029,249.57142857142858,4.571428571428571
31051,64,2.2857142857142856
13091,219.57142857142858,2.2857142857142856
27039,133.57142857142858,0
31053,841.1428571428571,9.142857142857142
55027,689.5714285714286,5.714285714285714
8033,1.7142857142857142,0
35013,2214,18.142857142857142
20043,47,0
48129,43.285714285714285,0
13093,262.57142857142856,16
55029,90.57142857142857,3.4285714285714284
72051,230.57142857142858,0
24019,341.57142857142856,5.714285714285714
45035,2704.4285714285716,32.57142857142857
13095,2775.1428571428573,183.85714285714286
8035,1683.142857142857,63.285714285714285
13097,2260.1428571428573,51
17041,105.71428571428571,1
20045,660.7142857142857,2
27041,126.71428571428571,0
29067,46.857142857142854,1.2857142857142858
31055,10718.285714285714,137.14285714285714
32005,141.71428571428572,0
41019,123,1.1428571428571428
46043,18,0
53017,700,5.857142857142857
55031,98.57142857142857,0
5043,148.57142857142858,2.2857142857142856
17043,12268.142857142857,577.2857142857143
18037,589.2857142857143,10.428571428571429
19061,1510.4285714285713,29.142857142857142
31057,0.5714285714285714,0
29069,215.28571428571428,3.4285714285714284
38025,30,0
55033,95.28571428571429,0
37061,2107.8571428571427,44.57142857142857
37063,6150.428571428572,85.71428571428571
36027,5042.714285714285,174.71428571428572
12031,21691.571428571428,144.85714285714286
48131,136.85714285714286,0.2857142857142857
47045,477.85714285714283,5.714285714285714
8037,1061.5714285714287,10.285714285714286
13099,379.85714285714283,35.42857142857143
22033,10764.285714285714,347.7142857142857
22035,554.1428571428571,1.1428571428571428
22037,505.7142857142857,39.57142857142857
48133,42.714285714285715,0.2857142857142857
26045,464.7142857142857,8
55035,486.14285714285717,3.142857142857143
