countyfips,mean_confirmed_7d_avg,mean_deaths_7d_avg,never_rarely_mask,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline,stay_at_home,population_density_per_sqmi,percent_uninsured,percent_non_hispanic_white,per_capita_income,percent_65_and_over,ELEV_M,mean_temp_15d_avg
48005,1295.142857142857,16,0.185,-8.923076923076923,-24.384615384615383,1,109.87623472237905,21.657537309,60.307490929,21486,16.325265237,87.8,82.4738888888889
24003,6247.428571428572,213.85714285714286,0.039999999999999994,-15.538461538461538,-33.76923076923077,1,1349.1309020799865,5.5851944362,67.54219825,42382,14.678029481,1.8,81.78833333333334
27003,2900.4285714285716,110.85714285714286,0.132,-3.5384615384615383,-29.307692307692307,1,806.7844266875629,4.5945471817,80.581267506,33051,14.050359936,278,74.30000000000001
37007,274.57142857142856,2,0.11499999999999999,-13.75,-18.25,1,48.70149764706223,13.082773063,44.181372352,17548,18.466856936,91.1,80.58111111111111
13001,477,15.857142857142858,0.202,-13.25,-17.75,1,36.3027861822426,19.145356662,68.617279948,19607,17.23131788,58.8,81.92666666666666
51011,56.42857142857143,0,0.081,-4.5,-25.5,1,45.922874210437506,11.807791372,76.807019759,24902,20.705763525,127.1,79.3938888888889
48007,118.14285714285714,0.8571428571428571,0.011,-0.15384615384615385,-23.692307692307693,1,98.09813680414865,22.302433689,67.514290518,29426,29.627605918,4.6,83.12444444444444
51013,2786.1428571428573,135,0.027999999999999997,-39.76923076923077,-47.15384615384615,1,8698.596223821874,7.656820841,61.215218865,64746,10.613377343,3.1,83.70611111111111
42005,143.28571428571428,6,0.10099999999999999,4.923076923076923,-22.615384615384617,1,103.3596024921586,5.7494184114,96.998299189,24634,21.969569281,428.2,74.83166666666666
23003,30.857142857142858,1,0.19,3.076923076923077,-17,1,10.403854640353067,11.815796796,93.948831041,22483,24.133152538,162.8,68.985
22005,2166.4285714285716,65,0.14100000000000001,-5.3076923076923075,-24.846153846153847,1,403.5155357879167,7.06536831,68.142806725,30094,11.818210986,4.6,80.76222222222222
37009,84.85714285714286,1,0.175,21.5,-16.75,1,63.501538002933096,15.730169018,92.220295843,22343,25.699952045,969.3,71.52944444444444
39005,110,4,0.10300000000000001,13.076923076923077,-19.692307692307693,1,126.1203452428246,8.2375203603,95.469345986,22604,18.710577728,393.2,76.46166666666667
39007,500,44,0.152,24.53846153846154,-15.384615384615385,1,141.28767680017273,8.3035131252,89.323336034,20978,19.067009939,281.6,73.66555555555556
53003,21.857142857142858,2,0.043000000000000003,-7,-21.076923076923077,1,34.764418425177134,6.5110065633,89.92481203,25760,23.31711632,437.7,77.80166666666666
48013,387,4,0.011,-12.538461538461538,-31.23076923076923,1,39.12129235481201,19.01973021,33.132578016,23416,14.67899026,131.1,86.22444444444444
39009,305.7142857142857,1,0.186,-26.846153846153847,-38.53846153846154,1,129.2687593378178,9.3174790927,89.309915221,18602,13.174207664,233.2,77.74222222222221
34001,3200.714285714286,239.71428571428572,0.06,-5.923076923076923,-32.23076923076923,1,493.2126251439281,10.463773958,55.948671773,28575,17.93737685,18.3,81.235
29007,175.71428571428572,1,0.188,-1.75,-9,1,37.36883197219232,12.297700728,87.35523888,19692,17.869901464,250.9,75.70833333333334
39011,157.85714285714286,5,0.22,8.23076923076923,-20.076923076923077,1,114.27998836437786,5.6595210764,95.803859925,26690,18.395773295,297.2,76.49444444444444
51015,235.14285714285714,2.5714285714285716,0.066,-0.9230769230769231,-21.307692307692307,1,76.8632198546925,11.1581822,90.577414952,28601,21.041122759,366.1,76.05333333333333
48015,175.71428571428572,1.1428571428571428,0.03,-11.846153846153847,-27.846153846153847,1,45.023029848507285,20.244660999,61.679282404,28351,19.003634666,51.2,83.03888888888889
22009,775,22.857142857142858,0.222,-6,-20.5,1,49.55908605438511,10.242020344,64.981958381,19595,16.929464683,36,81.98388888888888
12003,272.7142857142857,4,0.16299999999999998,0.3076923076923077,-22,1,46.668843564857134,11.966438953,80.786457415,21222,14.159760183,24.7,82.90666666666667
41001,17.857142857142858,0,0.24,21.8,-19.6,1,5.22496130292544,8.2404563405,90.378608022,24776,26.408846682,1024.4,71.75555555555556
13009,805.2857142857143,36.714285714285715,0.109,-2,-26.76923076923077,1,177.12491065486012,15.912636505,52.446288736,19147,16.011868907,117,82.65611111111112
13011,201.14285714285714,3,0.239,2.1538461538461537,-20.384615384615383,1,79.00361304488447,19.340388236,87.471034337,18890,17.48999368,290.2,79.33166666666666
16005,233.71428571428572,1.1428571428571428,0.277,7.461538461538462,-23.153846153846153,1,75.34139808208852,10.723097628,83.531868989,22885,14.230301361,1357,71.9238888888889
25001,1672.2857142857142,154.71428571428572,0.026,54.61538461538461,-15.384615384615385,1,544.6463764280353,3.5225606776,89.764915914,39104,30.597480004,16.8,77.69722222222222
45011,256,1.7142857142857142,0.23600000000000002,-12.5,-29.5,0,39.96690479178403,12.656386383,50.90469875,19652,18.345017052,75.3,83.72
21009,231.14285714285714,2,0.146,5,-20.615384615384617,1,88.78586710045036,7.0132569374,90.060213691,20130,17.697392249,218.2,77.85722222222222
55005,97.57142857142857,2.142857142857143,0.30100000000000005,18.692307692307693,-11.76923076923077,1,52.79418537198401,7.9822363926,93.076343991,25426,21.937826588,336.8,69.09
13013,873.1428571428571,31.428571428571427,0.149,-1.6923076923076923,-27.692307692307693,1,457.3253839911671,16.872808094,70.524322786,21978,12.44663342,287.4,79.79222222222222
26015,165,2,0.16399999999999998,9.76923076923077,-19.692307692307693,1,107.24393806525076,5.3673120729,93.99578135,25909,18.401818271,282.9,75.41166666666666
29009,182.14285714285714,0,0.16599999999999998,7.230769230769231,-17.692307692307693,1,45.89270480082471,17.474758286,84.907763473,19431,20.587415705,401.1,78.95055555555555
18005,663.7142857142857,45,0.22200000000000003,-0.5384615384615384,-26,1,197.11038806103912,9.8855313363,81.407320581,28631,16.297898566,200,77.87555555555555
20009,86.85714285714286,3,0.238,5.181818181818182,-21.454545454545453,1,30.3931130180337,12.891090052,81.168856038,25474,19.217954119,573,78.31
13015,1280,51,0.265,-3.6923076923076925,-25.23076923076923,1,221.8320086302005,17.924706667,77.289301556,23376,14.017743027,232.6,81.25777777777778
48021,1132.7142857142858,12.714285714285714,0.027,-7.846153846153846,-31.153846153846153,1,88.14283790754412,21.75716118,51.98330574,25242,15.189247609,147.8,86.26055555555556
12005,2593.8571428571427,13.857142857142858,0.174,16.46153846153846,-19.615384615384617,1,235.16217459679515,14.834860487,76.136480163,25695,17.096720223,17.4,80.69166666666666
26017,504.14285714285717,31,0.069,1.9230769230769231,-24.307692307692307,1,239.89711120485512,6.1048088631,89.894441077,24753,20.394907768,201.2,74.50222222222223
37013,245.85714285714286,1,0.11699999999999999,-5.6923076923076925,-18.846153846153847,1,57.10578059635899,13.93614934,65.657724251,23716,23.961851356,11.6,82.4738888888889
45013,2825.1428571428573,32.285714285714285,0.065,6,-22.23076923076923,0,304.2278427174486,15.348488974,68.150385502,33877,27.259094402,38.1,82.95444444444445
22011,578.8571428571429,10.714285714285714,0.155,-5.384615384615385,-25.46153846153846,1,31.48163042616591,9.5390460954,80.213674067,23141,15.759804579,62.2,81.54222222222222
42007,1076.857142857143,81.85714285714286,0.038,-7.384615384615385,-30.846153846153847,1,389.2340938446604,4.920310269,89.387648566,28018,21.495429217,381.6,76.77555555555556
27005,96.85714285714286,0,0.332,31.384615384615383,-13.923076923076923,1,25.377824411721353,6.8556336718,86.107474324,27188,20.517296558,425.8,70.37555555555555
40009,29.857142857142858,0,0.353,3.1666666666666665,-23.833333333333332,0,25.825981472073632,17.604345003,75.171587821,25269,14.344281174,610.2,82.80111111111111
42009,113.57142857142857,4,0.125,29.75,-18.375,1,48.258595295465646,6.9370072384,96.699601461,23632,22.870308867,451.1,75.67611111111111
47003,729.8571428571429,10,0.257,-0.23076923076923078,-19.46153846153846,1,97.81923749531843,14.395969823,76.585505118,21949,15.084220401,330.1,78.52944444444445
51019,218.42857142857142,4,0.142,-2.230769230769231,-24.46153846153846,1,101.24088635835778,9.9546338302,87.720167117,29561,21.320177277,286.5,80.935
48025,336.85714285714283,1.7142857142857142,0.004,-24.23076923076923,-31.384615384615383,1,37.15581739347654,18.911941868,30.917236935,17504,12.311658023,82.3,84.16722222222222
33001,99.28571428571429,4,0.134,34.46153846153846,-17.23076923076923,1,150.37977021568406,7.6264920249,95.013273901,32501,22.131362459,166.1,73.4961111111111
21013,204.14285714285714,1.1428571428571428,0.24,-7.6923076923076925,-23.153846153846153,1,77.09186690327743,6.7867636434,94.023109639,13654,19.214121721,351.7,77.28166666666667
48027,2948.8571428571427,19,0.045000000000000005,-10.153846153846153,-29.46153846153846,1,314.7964413799871,13.260658306,44.84931476,24213,10.849393491,207.9,85.80777777777777
39013,580.5714285714286,25.857142857142858,0.16799999999999998,-6.076923076923077,-19.692307692307693,1,130.09586058419188,6.5468624729,92.633138286,24533,20.845863269,359.4,77.14333333333333
27007,132.28571428571428,0,0.249,9.384615384615385,-23.46153846153846,1,18.22339185319559,9.0029821875,71.981130062,22845,16.112024249,360,68.23388888888888
13017,291.2857142857143,1,0.20700000000000002,-11,-9.5,1,69.5864518241768,16.268255468,55.769345327,15311,17.507595163,111.3,82.68833333333333
50003,80.85714285714286,1,0.08600000000000001,0.8461538461538461,-27,1,54.07842758612612,5.9519796232,93.721759142,30197,22.907019169,251.8,73.30166666666668
27009,279.7142857142857,3,0.22300000000000003,6.461538461538462,-22.76923076923077,1,96.63812114744665,4.5750674962,89.446294241,25984,14.080651128,310.3,71.22277777777778
41003,132.42857142857142,6,0.014,-25.46153846153846,-39.30769230769231,1,129.52815261047678,6.7846935094,79.91335599,28986,16.226751067,95.1,68.9588888888889
47005,40.142857142857146,1,0.278,-2.5,-25.5,1,41.01636386899087,12.399034058,92.498764212,20504,23.634453782,176.8,79.11166666666666
53005,3075.1428571428573,103.85714285714286,0.095,-16.923076923076923,-33.23076923076923,1,110.31795393967913,7.6259052892,69.780608985,29529,14.908582949,120.1,80.31611111111111
34003,20163.428571428572,2038.7142857142858,0.034,-28.384615384615383,-35.92307692307692,1,3996.8474000049214,8.6233725255,55.659064025,44978,17.197328471,2.7,80.585
45015,3316.1428571428573,46.142857142857146,0.124,-9.076923076923077,-27.615384615384617,0,181.1590320069551,11.780302003,63.5656811,25992,13.754517371,22.3,80.01222222222222
54003,591.2857142857143,10,0.114,-9,-24.076923076923077,1,343.0612200066557,7.1033816822,83.950206193,27015,14.664071105,162.8,79.49
42011,4959.857142857143,361.85714285714283,0.048,-6.923076923076923,-26.76923076923077,1,483.53799761719466,7.5294689369,70.904339382,27844,17.220434509,104.9,80.31277777777778
25003,634.5714285714286,45,0.034,-2.4615384615384617,-26.46153846153846,1,138.7010910681155,3.3426123967,87.81698167,31417,23.267483458,363.9,73.62555555555555
35001,4210.285714285715,107.85714285714286,0.049999999999999996,-17.384615384615383,-32.46153846153846,1,581.1836828931708,9.6581751273,38.48233611,27402,16.386597338,1618.5,78.31611111111111
26021,1192,62.42857142857143,0.076,14.76923076923077,-22.692307692307693,1,273.24338139086785,7.2588057644,74.71276299,26309,19.723499912,184,75.26666666666667
48029,34612,325.7142857142857,0.031,-24,-37.69230769230769,1,1499.0990326436727,16.904979007,27.356172985,25317,12.115562103,210.3,86.21166666666667
13021,2559.8571428571427,49.857142857142854,0.137,-15.153846153846153,-30.153846153846153,1,618.4786405703707,14.403617403,37.834677814,22175,15.59554525,104.6,83.09055555555555
16011,136.42857142857142,2,0.29200000000000004,15.909090909090908,-22.636363636363637,1,21.616103602999654,14.816908647,73.585517778,20199,14.263777143,1357,71.9238888888889
19013,2799.4285714285716,61.285714285714285,0.08499999999999999,-8.846153846153847,-23.53846153846154,0,234.75650252727868,5.2627629036,80.782127968,26571,16.403087427,264.6,76.53666666666666
37017,516,5,0.096,2.1666666666666665,-19,1,39.38265783213149,16.720442498,54.7755348,19510,21.834890027,40.5,82.39944444444446
16013,562,5.857142857142857,0.262,-4.076923076923077,-27,1,8.123557980264541,17.693505338,74.474580771,34330,19.62302553,1617.3,69.12555555555555
42013,164.71428571428572,1.7142857142857142,0.17300000000000001,0.6923076923076923,-22.615384615384617,1,239.47717395696978,5.7687716056,94.550664533,24466,20.772785161,451.1,75.67611111111111
47009,726,6.714285714285714,0.158,-0.23076923076923078,-23.307692307692307,1,225.82348410490002,10.248522548,90.842716732,26772,20.232358069,293.2,80.66444444444444
27013,737.5714285714286,3,0.14300000000000002,-19.384615384615383,-28.692307692307693,1,87.61925293213223,4.5355071671,87.491657645,27324,13.893544129,311.2,72.90666666666667
28011,698.4285714285714,24,0.16899999999999998,-11.090909090909092,-28.90909090909091,1,38.34820021463032,15.629723924,32.59821913,16595,15.801231928,42.7,82.33166666666666
16017,113.71428571428571,0,0.20400000000000001,38.07692307692308,-13.692307692307692,1,23.882831941808274,13.295464901,92.885728978,24507,24.533279674,648.3,66.335
16019,451,1,0.29800000000000004,10.846153846153847,-22.153846153846153,1,58.40950361643172,9.4906263551,82.695500368,24889,13.30121348,1442.6,68.64722222222223
17007,677.5714285714286,22.142857142857142,0.031,5.846153846153846,-23.384615384615383,1,191.12660967721644,7.5019403482,72.154095974,27825,15.835153144,222.5,76.05944444444444
18011,565.5714285714286,45,0.137,5.461538461538462,-27.153846153846153,1,146.32849591533716,6.7289525229,90.126718309,40487,13.364378573,281,69.52277777777778
19015,205.85714285714286,1,0.16999999999999998,11.375,-23.625,0,46.20770410220881,4.1765609722,94.211645032,28412,18.424049192,353.6,75.52111111111111
21015,899,23.571428571428573,0.16699999999999998,-4.846153846153846,-28.53846153846154,1,510.34887099894513,4.217878322,87.518721538,31593,13.53576669,269.1,78.15444444444445
29019,862,2.7142857142857144,0.148,-20.384615384615383,-25.76923076923077,1,252.01905710442904,10.060318973,78.318935585,27689,12.254104053,272.2,79.48833333333333
22015,1771.2857142857142,56.285714285714285,0.164,-4.923076923076923,-25.307692307692307,1,148.4358963364089,8.7482489587,66.236584503,27210,14.341313834,54.6,84.53777777777778
51023,171.28571428571428,4,0.122,-21.25,-21.75,1,61.32986190856301,8.367029549,92.652582865,32518,22.745439793,358.1,81.26388888888889
20011,61.142857142857146,1,0.313,-6,-5,1,23.212720153589157,10.334662736,89.756363885,21158,19.716099092,290.2,80.80666666666667
21017,60.857142857142854,1,0.061,-8,-28.5,1,69.04603656410826,8.1809672387,84.675980975,24433,18.90110979,311.2,77.49222222222222
48037,666.5714285714286,18.428571428571427,0.192,-7.846153846153846,-20.23076923076923,1,105.62989412842651,16.356519948,63.149357534,23705,16.544039693,110,81.77888888888889
21019,134.85714285714286,3,0.20900000000000002,-5.076923076923077,-23.76923076923077,1,304.7282040287552,5.3518523552,93.122353937,25939,19.519475021,251.2,79.21055555555556
21021,87.71428571428571,0,0.129,-7.153846153846154,-24.923076923076923,1,164.3439747316153,5.3249436514,85.401993355,23276,19.126245847,312.1,77.41666666666667
12007,219,2.5714285714285716,0.274,-12.76923076923077,-24.53846153846154,1,91.57258183082033,13.269099859,73.225876244,19852,17.795326698,60.1,81.15277777777779
42015,72.14285714285714,3,0.059000000000000004,1.0769230769230769,-21.076923076923077,1,53.86792529941481,7.8910907717,95.809840054,26255,21.296007101,291.1,74.83444444444444
47011,1367.857142857143,8.857142857142858,0.219,-3.8461538461538463,-24.615384615384617,1,312.8710288577638,13.351092543,85.602518575,24099,17.123127231,204.2,83.09333333333333
26023,303.85714285714283,2,0.16299999999999998,8.692307692307692,-17,1,86.1075814943914,8.1180702996,90.007335748,21838,18.183485397,292.3,73.74666666666667
48039,5247.571428571428,37.714285714285715,0.063,-9.538461538461538,-31.846153846153847,1,249.238581875581,14.167458619,46.159103187,31180,11.798487304,7.6,82.08555555555556
48041,3569.8571428571427,42.142857142857146,0.05,-26.46153846153846,-36.07692307692308,1,358.4794489318796,16.900472534,55.284488309,24157,9.1560165463,93,84.84333333333333
19017,155.85714285714286,7,0.11,-10.272727272727273,-22.272727272727273,0,56.63421028136577,3.9052122629,94.985368982,31001,19.585521305,264.6,76.53666666666666
12009,4760.142857142857,61.142857142857146,0.14100000000000001,-18.923076923076923,-29.692307692307693,1,552.1839885509662,13.012913988,74.070158449,28189,23.681869284,2.4,83.78666666666666
25005,8820.285714285714,615.5714285714286,0.036000000000000004,-4.615384615384615,-28.846153846153847,1,1003.2248902642926,3.6661107974,82.399977306,30525,16.925580917,13.1,77.16111111111111
44001,289,0,0.01,5.6923076923076925,-27.23076923076923,1,2037.1439126012149,3.4871767838,91.479783757,40998,19.724968653,10,76.47333333333333
51520,33.857142857142854,0,0.299,-3.076923076923077,-29.076923076923077,1,1330.8537268118926,9.3165798345,87.853415848,21865,21.089673583,630.9,75.29636363636364
54009,43.57142857142857,0,0.177,3.1538461538461537,-23.153846153846153,1,263.1421011456359,5.9257022048,95.676259965,24428,23.825609152,359.4,77.14333333333333
46011,108.14285714285714,0,0.164,-8.384615384615385,-28.076923076923077,0,42.204884800160656,8.9133719002,89.742279746,26589,11.906789282,502.3,72.65666666666667
36007,952.1428571428571,62.285714285714285,0.072,-13.615384615384615,-28.846153846153847,1,279.65986781304997,5.3378301362,82.996885093,25880,19.066153951,486.2,72.58944444444444
12011,46604.42857142857,560,0.049,-27.846153846153847,-33.61538461538461,1,1544.19929092933,16.892308114,35.602994988,28987,16.620696371,2.7,82.38933333333334
27015,66.14285714285714,2,0.162,5.384615384615385,-21.076923076923077,1,41.44710772605888,4.3178973717,93.162359125,28444,20.879295926,308.2,73.87454545454545
39015,79.28571428571429,1,0.354,15.692307692307692,-21.153846153846153,1,89.91321587771012,7.5718678591,96.26622632,23776,18.031282969,257,77.92666666666666
46013,373.2857142857143,2,0.354,1.6923076923076923,-19.692307692307693,0,22.433937449427727,10.67093253,85.916675145,29463,17.160952284,395.3,74.69
48049,305,14.714285714285714,0.162,-1.3846153846153846,-23,1,40.16678354139659,18.688312572,70.978799705,22090,19.924058644,419.7,85.92
55009,3692.714285714286,48.714285714285715,0.122,-10.923076923076923,-25.23076923076923,1,484.42443427887855,7.2310333178,80.640372393,28787,14.858112675,209.4,72.72888888888889
37019,1028.2857142857142,12.285714285714286,0.041999999999999996,16.846153846153847,-18.153846153846153,1,140.25911973894458,13.519080419,82.098666121,28694,31.49681156,7.6,83.37388888888889
13029,434.42857142857144,5.857142857142857,0.07200000000000001,-3.6923076923076925,-25.384615384615383,1,78.15467332603869,12.216420598,73.237293028,29056,10.627410848,13.7,82.4088888888889
40013,286.42857142857144,1,0.181,-0.07692307692307693,-22.076923076923077,0,49.23297518765701,19.633571332,70.706899474,21273,17.962790303,212.8,84.70666666666666
29021,1007.1428571428571,9.714285714285714,0.304,0.6923076923076923,-19.923076923076923,1,219.140619802247,11.493429919,82.610561019,23189,16.117013469,249.3,78.49055555555556
42017,6601.142857142857,573.7142857142857,0.032,-12.461538461538462,-30.076923076923077,1,1036.0891673946385,5.2525386039,83.753770724,39958,18.634341248,120.1,80.33055555555555
19021,1769,12,0.245,-13,-16.6,0,35.562604598790855,11.319228376,58.634396699,25035,16.091375667,453.5,73.76555555555555
31019,266.2857142857143,1,0.178,1.3076923076923077,-19.076923076923077,0,49.99711795899816,9.6176413065,86.485941751,27218,14.505693843,649.2,76.00166666666667
21029,241.57142857142858,4,0.128,1.6153846153846154,-25.692307692307693,1,261.6856118842034,4.8709672665,94.265378875,25805,15.606458696,148.7,81.53888888888889
13031,880,9,0.10200000000000001,-14.076923076923077,-27.153846153846153,1,108.67164728354513,16.779862877,63.386203685,19544,11.462430139,57,82.17944444444444
37021,1346.4285714285713,43,0.032,-13.76923076923077,-31.384615384615383,1,381.0425534600795,13.506175521,83.504629433,28087,20.002856007,655.6,71.87166666666667
17011,68.85714285714286,2,0.031,2.75,-12,1,38.91912165312346,6.0713323843,87.382171976,27332,21.916770224,199.3,75.92388888888888
13033,303.57142857142856,7,0.214,-16,-25.375,1,27.616575007309276,15.179476239,47.500334478,18667,15.59559381,40.2,83.74833333333333
37023,1418.2857142857142,24.428571428571427,0.147,1.6923076923076923,-21,1,175.96601708299588,14.698929815,81.417760173,20775,20.240755903,387.1,74.43833333333333
38015,697.7142857142857,2.5714285714285716,0.405,4.538461538461538,-20.53846153846154,0,55.46838472829543,6.5136811758,88.636864589,36093,16.074858564,503.2,73.81333333333333
34005,5543.714285714285,468.42857142857144,0.043,-23.46153846153846,-32.92307692307692,1,563.5633560468222,5.5470544276,67.028900903,38137,16.929436172,14.9,79.98555555555556
48053,395.85714285714283,6.857142857142857,0.07,-3.6153846153846154,-26,1,44.84118772185291,21.283299108,72.946026671,27434,22.348660132,392.6,84.56111111111112
20015,149,0,0.186,5.3076923076923075,-22.384615384615383,1,46.3427971938282,7.8949270126,88.499962555,27888,15.171122594,433.1,81.34166666666667
29023,176.14285714285714,1.1428571428571428,0.364,7.076923076923077,-19.46153846153846,1,61.73732239998533,12.835091027,88.529280705,20042,18.811416778,99.7,81.08
39017,2326.1428571428573,53.42857142857143,0.119,-8.846153846153847,-27,1,800.0787861629873,6.87605763,80.501754808,28556,14.691221775,193.2,77.41611111111112
42019,533.8571428571429,14,0.097,-6.538461538461538,-28.384615384615383,1,235.8296838012247,4.5564876435,94.572298391,33406,18.80960998,380.1,75.01944444444445
13035,392.57142857142856,35.857142857142854,0.162,5.666666666666667,-24.833333333333332,1,127.7696207929999,14.960054011,66.043896995,19529,15.549952466,292.3,78.63555555555556
37025,2091.1428571428573,36.857142857142854,0.062,-10.461538461538462,-31,1,532.3245100652301,10.42423568,64.636466012,27728,13.224063366,214.9,80.3488888888889
54011,256.2857142857143,2,0.182,-9.692307692307692,-25,1,343.8299450324438,8.7354342151,90.088389256,23853,18.817042822,251.2,79.21055555555556
22017,5434.142857142857,263.85714285714283,0.137,-5.769230769230769,-26.692307692307693,1,288.1268498530661,8.6488047521,44.558747252,25206,17.127308354,54.6,84.53777777777778
22019,5093.428571428572,94.57142857142857,0.241,-12.153846153846153,-28.153846153846153,1,185.31625454166422,8.8325141999,67.171314349,25249,14.798239395,3.1,82.95555555555555
