countyfips,mean_confirmed_7d_avg,mean_deaths_7d_avg,never_rarely_mask,retail_and_recreation_percent_change_from_baseline,workplaces_percent_change_from_baseline,stay_at_home,population_density_per_sqmi,percent_uninsured,percent_non_hispanic_white,per_capita_income,percent_65_and_over,ELEV_M,mean_temp_15d_avg
37053,59.42857142857143,0,0.178,113,-22,1,94.92333275577464,12.808126411,87.326388889,28202,16.245567376,4.9,82.24055555555555
35009,352.2857142857143,1.5714285714285714,0.14,-10,-22.23076923076923,1,35.962751117740424,9.6027510969,47.053826082,21502,12.545259623,1309.1,80.78944444444444
41015,12,0,0.083,38.61538461538461,-13.538461538461538,1,13.733393289794606,9.2971739276,85.929075527,24908,34.191031429,8,58.73533333333334
30017,44.42857142857143,0,0.34600000000000003,4.666666666666667,-20.166666666666668,1,3.166513049323902,8.9853499729,91.437942344,26742,19.963749353,799.8,75.06833333333334
40039,140.42857142857142,0,0.28,-2.3846153846153846,-21.923076923076923,0,29.57869368843924,20.303966809,67.533406805,23540,13.837994214,492.6,82.38277777777778
39035,11360.285714285714,442.85714285714283,0.094,-13.76923076923077,-31.076923076923077,1,2753.382989098595,6.6112558837,58.77990798,29143,18.167924448,178,78.53166666666667
27037,3331,101.28571428571429,0.148,-6.153846153846154,-32.84615384615385,1,731.4617036000093,3.9094864432,77.732750698,37266,14.169896785,292.6,73.82222222222222
31043,1882.142857142857,38.285714285714285,0.28,-8.846153846153847,-10.384615384615385,0,78.32223503670843,16.058820097,47.567594483,21710,13.618483294,333.8,76.545
19049,1633,34,0.13799999999999998,-8.615384615384615,-31.53846153846154,0,132.6881868374813,3.9317117001,84.997782213,40468,11.990463517,308.8,76.12
48113,44957.71428571428,582.5714285714286,0.043,-20.53846153846154,-34.84615384615385,1,2878.423237369876,23.042737922,28.642202586,28552,10.734589646,134.1,86.97722222222222
55025,3728.8571428571427,33.142857142857146,0.037000000000000005,-27.76923076923077,-34.30769230769231,1,431.9663048882524,5.0612981137,79.326798976,35687,13.723809102,264,74.7088888888889
51590,232.71428571428572,3,0.13,-4.384615384615385,-22.615384615384617,1,987.178783786891,10.552795822,41.938416927,21742,20.932347087,174,80.34444444444445
37055,171.28571428571428,1,0.033,134.15384615384616,0,1,91.82062288543618,13.009980739,87.518150188,29746,21.421330922,4,82.65666666666667
39037,273.14285714285717,26,0.3,4.769230769230769,-15.461538461538462,1,87.248571527151,7.3944856326,95.914112581,23589,19.636420318,307.2,73.70166666666667
45031,823,25,0.236,-4.846153846153846,-22.153846153846153,0,120.62564162588745,12.266716684,54.709439837,20144,18.978473698,58.5,81.81444444444445
42043,2501.8571428571427,152.14285714285714,0.055,-9.461538461538462,-29.923076923076923,1,517.9661094829249,6.6595234316,65.146501045,30068,16.962291183,148.7,77.93666666666667
37057,1493,16,0.14300000000000002,-7.538461538461538,-23.076923076923077,1,296.57957799578037,12.939621044,79.706987408,23146,18.2319613,223.4,78.74666666666667
47037,17263,180.42857142857142,0.056999999999999995,-21.692307692307693,-36.61538461538461,1,1325.5760441474758,14.189949107,56.153522951,30595,12.243227205,182.9,82.57555555555555
37059,302.57142857142856,4,0.14100000000000001,-6.923076923076923,-24.846153846153847,1,157.63652420514705,12.516668148,84.035756909,28178,21.163971638,223.4,78.74666666666667
18027,191,18,0.11,1.7692307692307692,-14.307692307692308,1,75.86463548376808,17.933448823,91.356683863,21472,15.325670498,143.3,76.255
21059,617.5714285714286,7,0.112,-11.76923076923077,-23.923076923076923,1,215.38236127120854,5.6115019884,87.772986232,25026,16.940971673,122.8,79.49
49011,2588.1428571428573,9.857142857142858,0.09,-6.076923076923077,-32.69230769230769,0,1101.2745388728108,6.9584091417,83.509281715,27059,10.041425822,1459.7,77.74
46035,76.42857142857143,0,0.323,6.3076923076923075,-20,0,45.519989350797374,8.4497071884,90.560889338,26416,18.817584639,396.2,76.18611111111112
13085,223.57142857142858,3,0.139,4.923076923076923,-25.153846153846153,1,108.80419321973483,17.213240955,91.962683889,29958,20.113224096,372.2,79.54055555555556
31047,903,8.571428571428571,0.21000000000000002,1.5,5.5,0,23.614383942791537,14.761171032,58.087646042,24042,16.647686533,733,76.32222222222222
13089,10695,201.28571428571428,0.064,-18.153846153846153,-38.76923076923077,1,2704.9193161629087,15.916535766,29.181107066,30517,12.440553137,305.4,80.03722222222223
17037,754.8571428571429,23.857142857142858,0.019,-14.076923076923077,-27.615384615384617,1,165.45146386665516,6.307213369,76.255725301,25172,12.647993624,278.9,73.64277777777778
18033,190,4,0.183,1.0769230769230769,-13.307692307692308,1,117.10364536292113,8.2776550837,95.014574562,25132,16.237912368,268.2,74.73777777777778
12027,1145.5714285714287,14,0.087,-32.92307692307692,-29,1,55.15023680792693,23.070258349,54.506655286,16710,22.185174318,7.6,81.48611111111111
28033,2633.285714285714,20.714285714285715,0.133,-8.153846153846153,-26.615384615384617,1,358.8025181795193,10.445244846,63.137565178,27135,12.894434646,77.4,83.95388888888888
48123,448.2857142857143,11.285714285714286,0.022,-23.333333333333332,-32.5,1,22.728873415013894,17.878272696,54.678753653,27370,19.928666964,35.1,84.72333333333333
48117,496.2857142857143,18.142857142857142,0.126,-10.5,-26.666666666666668,1,12.719622520207862,25.17211704,24.131130064,19823,12.670575693,1153.1,82.93833333333333
18029,377.2857142857143,25.857142857142858,0.183,1.2307692307692308,-25.846153846153847,1,162.44752114184928,7.3012465543,96.207230471,28471,17.711023241,269.1,78.15444444444445
13087,463.57142857142856,8,0.133,-2.5384615384615383,-21.76923076923077,1,45.61246011202948,17.688192228,49.855126999,18972,16.20696143,43,81.88722222222222
18031,271.57142857142856,32,0.258,-0.15384615384615385,-20.692307692307693,1,70.69856787341362,8.1271129141,94.961558558,24175,16.738822124,200,77.87555555555555
39039,99.57142857142857,4,0.166,2.1538461538461537,-17.53846153846154,1,93.54245139773698,6.7487668638,86.094589283,24703,18.603432464,215.5,77.22555555555556
18035,538,52,0.20400000000000001,-8.692307692307692,-27.46153846153846,1,297.0025253990807,9.0132266715,86.745896212,21566,17.140069006,285.6,77.33944444444444
19055,72.85714285714286,1,0.17200000000000001,9.75,-3.5,0,30.19440961031127,6.2472978815,96.314956939,29978,19.286425684,258.8,74.27722222222222
36025,96,4,0.11,-0.5,-23.333333333333332,1,32.222754933037535,6.6193488659,91.917263683,24753,24.484020931,427.6,72.64722222222223
39041,1018.8571428571429,16.285714285714285,0.099,-3.8461538461538463,-38.23076923076923,1,426.4410151524851,4.3558866746,84.488785603,42985,13.700409128,288,75.33
40041,337.7142857142857,19,0.375,22.076923076923077,-16.76923076923077,0,56.130294565399225,23.904156971,63.803149791,22267,24.994734748,253.9,80.25833333333333
42045,8151.428571428572,678.2857142857143,0.02,-12,-34.30769230769231,1,3058.1894858317332,5.5536854806,66.30550455,34857,16.39784613,3,81.88866666666667
26041,56.714285714285715,3,0.081,19.307692307692307,-17.153846153846153,1,31.22722923418737,6.454699345,92.852162758,24182,24.165434922,181.1,68.70722222222223
48121,5680,49.285714285714285,0.041,-13.923076923076923,-37.92307692307692,1,858.9888126323059,12.945109521,58.335583845,36238,10.175493328,195.7,86.60222222222222
19057,124.85714285714286,2,0.21600000000000003,-0.8461538461538461,-16.615384615384617,0,96.40289703818125,5.2757638529,87.130154837,25151,20.823751852,210.9,76.86999999999999
41017,419.85714285714283,2.142857142857143,0.071,3.076923076923077,-24.307692307692307,1,56.605465891637856,7.6952822892,87.1216067,30177,20.004583429,1269.2,63.91555555555556
19059,353.14285714285717,4,0.30300000000000005,65.57142857142857,-16.857142857142858,0,44.78651819180485,4.8489107519,95.627587011,36042,26.147029674,407.8,75.40777777777778
26043,38.714285714285715,2,0.108,12.692307692307692,-18.46153846153846,1,34.00182042364251,5.9984813971,95.099082063,25136,22.085647875,342,69.16777777777779
47043,447,0.14285714285714285,0.13,0,-24.53846153846154,1,103.9527648333872,10.880289658,89.559555439,23426,16.193915354,181.1,79.35055555555556
45033,479.85714285714283,20.285714285714285,0.212,-2.6153846153846154,-22.615384615384617,0,77.24836100942501,15.824606283,45.256380927,15729,16.667211347,28,81
11001,11647.285714285714,580.8571428571429,0.025,-48.53846153846154,-47.69230769230769,1,10777.799777027656,4.3005780747,37.051199009,48781,12.14355368,10,84.22999999999999
13091,190.28571428571428,2,0.16999999999999998,-15,-28,1,42.33750428512703,16.613811404,64.757304999,18481,18.048780488,93.3,81.38388888888889
31053,734.2857142857143,8,0.17600000000000002,0.6153846153846154,-18.615384615384617,0,69.37328715179439,10.716027025,83.082819168,26141,19.23568264,366.7,78.41277777777778
55027,600,5,0.248,2.923076923076923,-18.307692307692307,1,100.95542038379291,5.5469770757,89.682060856,25617,17.64089838,285.3,71.215
35013,1916.5714285714287,15.428571428571429,0.05499999999999999,-18.923076923076923,-28.53846153846154,1,56.14911627013526,11.54159132,26.931528765,20143,15.785989463,1357.6,82.84444444444443
55029,79,3,0.051000000000000004,140.25,-0.16666666666666666,1,57.409042982270336,6.9841760734,93.737776168,32767,29.753712423,220.7,70.845
24019,296,5,0.026000000000000002,11.846153846153847,-17.692307692307693,1,60.01086486524058,7.3101857376,62.578911182,28055,21.598224889,6.1,81.53272727272727
45035,2345.8571428571427,27.571428571428573,0.142,-8.384615384615385,-30.384615384615383,0,259.07786969807455,11.319826101,64.017379721,26288,14.089276488,17.1,81.76444444444445
13095,2419,160.14285714285714,0.07,-9,-25.46153846153846,1,280.9446808035614,14.427556285,24.439135057,20403,15.373234111,57.9,83.76333333333332
13097,1957.7142857142858,44.42857142857143,0.12,-4.3076923076923075,-31.923076923076923,1,691.0211453411479,14.167003015,38.891908815,24471,11.541928425,256,80.88166666666667
20045,573,1.7142857142857142,0.015,-19.46153846153846,-33,1,255.2294660585869,9.2440456341,78.326031819,28302,12.314305478,253.6,79.04833333333333
27041,110,0,0.277,13.076923076923077,-18.692307692307693,1,57.86390849816472,3.9396652662,95.893478032,31640,22.787377516,431.6,71.34055555555555
31055,9316.857142857143,119.42857142857143,0.16,-10.76923076923077,-29.53846153846154,0,1653.8229517348007,9.9827811288,69.121330793,30548,13.010160881,319.7,79.77944444444445
32005,121.14285714285714,0,0.084,-2.923076923076923,-26.153846153846153,1,66.82342354572353,12.313432836,80.314440754,35243,28.489487693,1440.5,70.525
41019,106,1,0.134,7.538461538461538,-18.923076923076923,1,21.322934119117956,7.7435884679,87.542957663,23608,25.728353418,160,74.4538888888889
53017,602.7142857142857,5,0.114,-16,-24.384615384615383,1,22.042452502487624,11.314519667,63.842729625,23966,17.56822896,381.6,78.91277777777778
55031,84.85714285714286,0,0.086,8.153846153846153,-20.46153846153846,1,33.51243632062765,6.5935028166,91.49694501,26036,18.605350861,205.4,67.34166666666667
17043,10696,504.42857142857144,0.02,-14.23076923076923,-33.30769230769231,1,2841.1124920084003,6.3975946593,66.348621403,40547,15.500722063,229.8,75.29166666666667
18037,507.85714285714283,9,0.11499999999999999,-1,-19.692307692307693,1,99.10594263296817,8.9484313224,90.099847292,27331,17.455656055,161.2,77.48388888888888
19061,1312.7142857142858,25.428571428571427,0.192,-10.153846153846153,-26.76923076923077,0,158.40726941155927,4.3499675956,90.645714168,28526,17.974477048,321.9,73.84166666666667
29069,184.14285714285714,3,0.15300000000000002,2.4615384615384617,-19.615384615384617,1,57.79457984048977,13.195110759,80.137987289,18203,18.720048941,79.9,83.28
55033,81.71428571428571,0,0.138,-7,-22.23076923076923,1,52.164708714273544,5.9741750359,92.687952848,25120,15.681017482,272.8,68.3338888888889
37061,1838.2857142857142,38.57142857142857,0.112,-4.3076923076923075,-18,1,72.56450763404374,19.565080233,51.298083458,17960,18.699877668,41.8,81.04611111111112
37063,5355.142857142857,74.85714285714286,0.031,-25.923076923076923,-39.23076923076923,1,1028.7403339306209,13.419437645,42.617738895,31473,13.092798803,126.8,82.07111111111111
36027,4407.428571428572,152.85714285714286,0.016,-24.307692307692307,-29.076923076923077,1,371.91190432014366,5.3434453996,71.17915824,35101,17.57910649,125.9,75.29888888888888
12031,18814.714285714286,124,0.091,-16.53846153846154,-31.53846153846154,1,1181.2870208893712,13.234188986,52.564511393,27235,14.04816556,6.1,83.54444444444444
47045,412.57142857142856,5,0.345,0.7692307692307693,-16.076923076923077,1,74.11180715923538,9.8306308672,79.772240086,23936,17.593783494,77.7,83.31833333333333
22033,9313.57142857143,302.7142857142857,0.08299999999999999,-17,-30.53846153846154,1,978.0149045997254,8.6096245283,44.403750034,29146,14.180099602,19.5,81.91055555555556
26045,403,7,0.086,-6.230769230769231,-26.307692307692307,1,188.71390912421828,5.5236411843,82.790960246,28624,18.578478684,267.6,75.84787878787878
55035,423.14285714285717,2.7142857142857144,0.118,-9.846153846153847,-22.846153846153847,1,159.7483476487328,6.4997182896,89.675129623,26795,15.663803165,269.8,72.14
48135,2753.285714285714,35.42857142857143,0.132,-23.23076923076923,-29.23076923076923,1,170.62779633945584,21.127023975,31.750388591,27295,9.7209543313,914.7,87.48444444444443
35015,211.57142857142858,2,0.27,-27.153846153846153,-26.76923076923077,1,13.497147883290502,8.8484798448,46.065630397,27974,14.518134715,985.1,86.87277777777777
17045,21.714285714285715,0,0.264,-6,-28,1,28.599205747641022,6.0119354601,96.693548387,25122,21.756912442,199.3,76.75
37065,492.14285714285717,10,0.057999999999999996,-5.545454545454546,-22.454545454545453,1,108.16295260547099,12.074065168,36.281126815,18009,19.71541198,16.2,81.95444444444445
13103,491,1,0.108,-2.769230769230769,-25.923076923076923,1,116.91761278781384,13.605184371,78.096156938,25553,11.612799485,14,84.66499999999999
17049,55.714285714285715,1,0.144,-3.769230769230769,-22.76923076923077,1,71.75780906099105,5.5948278924,95.556594949,27680,17.665458372,178.9,76.72444444444446
48141,12720,210.42857142857142,0.014,-20.53846153846154,-30.53846153846154,1,822.7421417150118,22.615213331,11.642470247,19145,12.261792335,1194.2,87.21833333333333
42047,38.42857142857143,2,0.07100000000000001,-13,-22.25,1,37.602690980734856,5.2928932501,97.291922172,25753,22.009347343,550.2,72.93722222222223
18039,4242.142857142857,69.71428571428571,0.127,3.3846153846153846,-12.384615384615385,1,435.3442952503569,14.192814177,74.57530648,22387,14.731465266,253,75.19944444444444
32007,374.14285714285717,2,0.067,4.6923076923076925,-18.46153846153846,1,3.0303665959422994,13.13466259,66.584064049,31378,11.328631338,1533.1,76.59666666666666
20051,101.42857142857143,0,0.308,9.3,-21.5,1,32.26093321001885,8.8145768158,89.338209683,27103,15.381400209,609,78.52222222222223
48139,2203.1428571428573,22.571428571428573,0.044,-8.23076923076923,-31.153846153846153,1,171.24300251620616,18.206710911,59.882632248,27313,12.807351925,228.3,83.40222222222224
16039,137.14285714285714,2,0.25,17.076923076923077,-16.307692307692307,1,8.48882451846586,13.520624303,72.456803258,22045,13.478117319,913.2,77.40277777777777
13107,299.85714285714283,4.714285714285714,0.106,-6.333333333333333,-21.166666666666668,1,33.38645421689471,15.951024093,59.127896692,16681,16.110914559,100.3,83.53611111111111
26047,50.57142857142857,2,0.087,44.30769230769231,-11,1,70.77898263166738,7.7009708738,91.176293983,30250,22.532124415,214.9,69.09555555555556
51595,156,15,0.016,-10.5,-15.5,1,806.4946753256276,11.583011583,28.178090217,18608,20.230423745,38.7,82.17
48143,362.85714285714283,3.4285714285714284,0.113,-19.846153846153847,-27.23076923076923,1,37.52319356282879,23.418850744,74.087075343,22781,14.170946615,402.6,84.48555555555555
36029,8224.57142857143,662.1428571428571,0.032,-14.076923076923077,-32.15384615384615,1,884.3689266826597,4.4900963057,75.210036979,29940,17.94591609,178.3,75.30799999999999
39043,412.2857142857143,22.857142857142858,0.1,29.923076923076923,-17.307692307692307,1,301.30933845266713,6.3217799719,83.063727133,28684,21.899081954,184,76.81611111111111
42049,834.5714285714286,14.142857142857142,0.041,-4,-25.923076923076923,1,349.25992591349086,6.4467474785,84.219347867,25555,17.973910263,222.2,76.59722222222223
12033,6650.142857142857,73.14285714285714,0.071,-8.76923076923077,-26.53846153846154,1,471.27363441731876,11.383121915,64.180722204,24532,16.843826656,38,82.91818181818182
25009,16885,1158.857142857143,0.033,-6.6923076923076925,-32.38461538461539,1,1562.413611979149,3.7921392098,69.5155052,37210,17.049016111,32.9,75.79555555555557
34013,19237.14285714286,2097.5714285714284,0.049,-24.307692307692307,-33.61538461538461,1,6284.493882911778,11.540175169,30.519888918,33482,13.570452394,52.7,81.31222222222222
36031,53.714285714285715,0,0.1,43.23076923076923,-21,1,21.513691441487364,5.2979892955,92.286863271,28155,23.439678284,506.9,67.97944444444444
51057,72.42857142857143,0.42857142857142855,0.097,-6.75,-18.75,1,43.29232180151801,12.605733083,54.519644656,25477,23.17062002,41.2,80.84969696969696
51059,15207.57142857143,513,0.034,-25.076923076923077,-42.53846153846154,1,2898.4468868343806,9.0231821443,50.266381067,51851,13.455046294,22.3,81.44555555555556
51600,74,7,0.04,-30,-44,1,3785.1183332377323,9.3722499267,54.94425002,45222,14.299666314,88.4,81.25111111111111
39045,1015.1428571428571,18.714285714285715,0.195,-7.384615384615385,-26.23076923076923,1,297.7004564979845,5.7525985258,85.671643707,28746,15.81376539,264.9,76.47777777777777
51610,54.714285714285715,6,0.04,-29.666666666666668,-65.44444444444444,1,6630.398656446315,3.6982017201,70.884105064,66104,13.227728134,3.1,83.70611111111111
13111,220.57142857142858,2,0.16299999999999998,22.384615384615383,-20.923076923076923,1,62.04805771932831,18.261063925,94.642582037,22425,29.513942382,582,74.04166666666666
48147,182.28571428571428,7.857142857142857,0.243,-0.07692307692307693,-19.846153846153847,1,37.89379418144411,21.914810473,78.495720682,21429,18.511590999,212.8,84.70666666666666
51061,552.4285714285714,8,0.053,-0.7692307692307693,-28.53846153846154,1,105.03247010734832,9.8777916802,79.373187124,41921,16.441457375,103,81.16111111111111
13113,759.8571428571429,22.142857142857142,0.146,-7.615384615384615,-34.46153846153846,1,563.3519432396171,10.494039308,61.394865105,38493,18.188067936,243.2,79.64833333333333
17051,40.857142857142854,3,0.14500000000000002,1.5,-12.25,1,30.740363567909263,7.2004500281,92.164736645,21665,18.985805006,173.7,78.51944444444445
18041,128.71428571428572,7,0.202,16.11111111111111,-20,1,109.79403004728401,9.6049827897,95.452770426,21716,20.393109732,245.1,77.94833333333332
19065,68.85714285714286,0,0.129,9,-20,0,27.901165657402206,5.4178944549,93.504577823,26002,21.500508647,328,73.10722222222222
21067,2304.714285714286,42.57142857142857,0.08199999999999999,-17.153846153846153,-31.615384615384617,1,1098.298688675853,7.3672310501,70.938600284,30502,13.346716907,298.7,77.87666666666667
39047,66,0,0.212,10.307692307692308,-17.307692307692307,1,70.67359377869894,6.9518946058,92.273076118,22728,17.759715342,325.2,76.54444444444445
42051,299.14285714285717,4,0.11699999999999999,0.6153846153846154,-23.615384615384617,1,169.83736550854874,6.2797401623,91.661364142,22863,21.161291312,378,77.9588888888889
47047,513.8571428571429,7.857142857142857,0.023,-0.5,-28.5,1,55.437067432400106,11.021573604,67.793220925,29018,21.366677364,152.1,80.24000000000001
48149,318.57142857142856,6,0.056,-12.153846153846153,-25.76923076923077,1,26.219786555371442,20.610727282,70.673399345000007,28665,25.369837074,147.8,86.26055555555556
54019,109.28571428571429,4.714285714285714,0.228,21.454545454545453,-24.363636363636363,1,68.30883978820246,8.0515005894,92.419452322,20286,21.042354363,766.3,74.73444444444445
20055,1666.857142857143,10,0.255,-3.076923076923077,-14.153846153846153,1,28.40559880394653,14.915914431,40.386769004,22551,11.018546339,878.4,77.66777777777777
12035,750.2857142857143,7.714285714285714,0.129,-14,-25,1,211.99395537851981,14.721592538,74.820419927,25314,30.720908028,10.1,81.13888888888889
30029,168,2,0.243,27.692307692307693,-15.461538461538462,1,18.614445228578475,10.258735265,92.727165886,27083,19.53753942,901.3,67.05388888888889
45041,2345.4285714285716,76,0.194,-7.230769230769231,-25.384615384615383,0,173.22682816226305,11.472648284,51.510940293,23420,16.988397426,44.5,84.16777777777779
13115,978,15,0.222,-5.6923076923076925,-22.615384615384617,1,188.6539187510368,17.881913111,70.906900038,22284,16.736957121,194.8,81.82055555555556
18043,543.7142857142857,44,0.13899999999999998,-6,-29.384615384615383,1,515.5133698102765,6.9237334161,87.70393798,29350,16.133760173,148.7,81.53888888888889
55039,473.85714285714283,6,0.276,2.5384615384615383,-19,1,141.70996407994906,5.5228033191,89.274833602,28036,18.51532028,246,74.19277777777778
20057,1996.7142857142858,8,0.22699999999999998,-5.3076923076923075,-15.615384615384615,1,31.405747128386913,18.024873454,39.320703494,20749,11.1898017,787,78.83611111111111
28035,1336,45.57142857142857,0.11399999999999999,-7.3076923076923075,-26.846153846153847,1,163.66348766550476,15.396199814,56.955328109,20194,13.577482808,46,80.45277777777778
13117,1539.7142857142858,16,0.083,-10.307692307692308,-38.30769230769231,1,909.6109761543746,11.695139268,70.293983399,37686,12.011647761,388.6,80.26611111111112
37067,4455.714285714285,41,0.041999999999999996,-12.76923076923077,-31.307692307692307,1,894.3608311208105,12.93458297,56.528505747,27593,15.989754655,295.7,80.15333333333334
48157,6397.857142857143,84.71428571428571,0.054,-17.53846153846154,-37.61538461538461,1,793.3404517894376,13.518509274,32.530227528,37134,11.05884563,25.6,83.68166666666666
13119,316,3,0.242,-2,-22.571428571428573,1,84.84648734349689,18.843839622,83.164661426,18642,19.007079877,303.3,80.77555555555556
17055,90,0,0.265,6.384615384615385,-17.46153846153846,1,96.6102961887997,6.7544770309,95.692617762,22119,20.495594429,140.2,78.30722222222222
20059,126.85714285714286,1,0.123,-5.230769230769231,-20.76923076923077,1,44.884036025034156,8.0352907694,91.026491358,24597,16.628301666,331.3,79.13111111111111
21073,204,5,0.124,-6.384615384615385,-29.23076923076923,1,240.58600120981242,6.0200169297,81.401161074,27252,18.0025583,245.1,79.2361111111111
23007,45,1,0.069,1.2307692307692308,-24.53846153846154,1,17.837446458267767,10.78263995,95.701909891,23596,22.426999364,556.3,66.74666666666667
25011,392.42857142857144,58,0.05399999999999999,-7.076923076923077,-28.615384615384617,1,101.42268062746422,3.1031539956,90.418950721,31689,22.017107507,169.2,75.2611111111111
29071,421.2857142857143,18,0.208,8.153846153846153,-17.46153846153846,1,110.61564205037784,10.407223961,95.002411498,26272,17.360856564,149.1,78.85111111111111
36033,42.57142857142857,0,0.053,8.461538461538462,-20.307692307692307,1,31.307839806870923,7.3823851204,81.731056012,23660,16.805519655,506.9,67.97944444444444
37069,663.8571428571429,24,0.068,-8.384615384615385,-25.23076923076923,1,128.09105354245182,14.39685819,63.481349911,22394,16.802841918,112.5,79.66722222222222
39049,15222,484.85714285714283,0.096,-15.538461538461538,-34.07692307692308,1,2314.36243249642,8.1761277984,62.571777456,30098,12.011829352,248.7,78.56055555555555
42055,1157.857142857143,46,0.063,-6,-24,1,197.7495852287521,7.8141713397,87.724997578,27706,19.649949947,214.9,80.8111111111111
47051,184.14285714285714,3,0.258,10,-21.23076923076923,1,74.57017690734081,10.623071785,88.171401289,23797,20.023872046,298.1,78.89444444444445
50011,112.71428571428571,6,0.1,1.2307692307692308,-22.692307692307693,1,76.71517701902498,4.6649930537,93.583699237,28892,16.035693329,70.1,75.30888888888889
51067,135.14285714285714,1,0.172,1.2307692307692308,-20.153846153846153,1,81.44085797332787,12.727358736,87.148322805,26188,23.523445146,358.1,81.26388888888889
53021,2950,44,0.119,-12.538461538461538,-32.46153846153846,1,70.72353588688186,11.644394253,39.985373144,20997,9.2149193933,124.1,78.955
24021,2841.8571428571427,120,0.064,-13.692307692307692,-33.92307692307692,1,368.6358751672728,5.420760519,72.656934535,38280,14.46207285,92.4,80.82111111111111
51069,622.1428571428571,7,0.074,-0.9230769230769231,-26,1,199.08378141835468,10.482735312,82.61898025,31555,17.275762549,221.6,77.75444444444445
51630,312.7142857142857,1.4285714285714286,0.045,-15.923076923076923,-36.23076923076923,1,2667.642047281168,11.151158191,59.031018391,30480,11.15152347,25.9,82.88611111111112
27047,334.57142857142856,1,0.22000000000000003,-0.7692307692307693,-24.153846153846153,1,43.489711693290346,6.4284493076,84.611089213,27332,22.145578768,383.7,72.16277777777778
56013,444.14285714285717,0,0.222,25.923076923076923,-22.153846153846153,0,4.429849051579819,20.112342019,69.54542005,26606,18.269206446,1659.6,74.01555555555555
48163,410.14285714285717,1.8571428571428572,0.14300000000000002,-34.5,-37.5,1,16.35817827708392,22.220612733,14.629592249,17547,12.288050061,145.1,87.7088888888889
13121,15058.142857142857,362,0.062,-25.923076923076923,-42.69230769230769,1,1892.408940780221,13.043439336,39.674168709,39101,11.687302521,256,80.88166666666667
17057,21.857142857142858,0,0.046,6.615384615384615,-19.23076923076923,1,41.64420340328053,6.3841411067,91.64562048,22969,20.626219722,215.5,74.42
18049,106,1.1428571428571428,0.256,11,-17.25,1,55.4091290972619,11.420177522,91.668325702,23507,19.510252837,241.1,76.40611111111112
36035,268.57142857142856,24,0.093,7.538461538461538,-21.846153846153847,1,109.58918463913778,5.6794611853,92.485678565,25092,19.590976097,115.2,80.12444444444444
39051,109.14285714285714,0,0.075,5.076923076923077,-16.307692307692307,1,104.74009518387433,6.4519829094,88.728829596,27010,17.766581512,205.4,77.78222222222223
12039,1075.142857142857,12.428571428571429,0.093,-13.153846153846153,-26.076923076923077,1,89.39304196093339,16.312016223,32.561990674,18187,17.860722535,16.8,82.40722222222222
31067,72.42857142857143,4,0.157,8.636363636363637,-14.818181818181818,0,25.57717769446123,8.6540156278,94.207416368,26347,20.811426976,403.6,77.57055555555556
48165,78.42857142857143,0,0.155,-13.5,-34,1,12.969564033817042,33.749599744,54.652887422,22837,8.8656045165,1010.4,85.47833333333334
51640,313.2857142857143,16,0.15699999999999997,-2.5555555555555554,-27.88888888888889,1,825.9124464770509,15.057314941,75.354195859,20796,20.146349058,820.8,73.34484848484848
30031,714.7142857142857,1,0.225,0.6153846153846154,-26.846153846153847,1,37.60779790840791,8.1879310718,91.247452537,31909,12.644356252,1349.4,68.15388888888889
39053,39.57142857142857,1,0.156,6.545454545454546,-20.181818181818183,1,65.11048480536165,8.5286950676,93.151872978,20914,19.083358351,196,79.22444444444444
48167,7860.285714285715,68.42857142857143,0.07,-0.9230769230769231,-29.76923076923077,1,829.8961239675056,15.40080016,57.028026873,32756,14.384858978,10,83.37933333333334
40047,226.85714285714286,2.4285714285714284,0.336,-2.3846153846153846,-18.384615384615383,0,59.02839974090528,18.021956285,74.182850951,24968,16.387306486,355.7,81.30777777777777
24023,39.57142857142857,0,0.08499999999999999,26.636363636363637,-17.454545454545453,1,45.86004956754492,7.3559172899,96.337825327,25096,22.370812331,894,69.46833333333333
40049,163.42857142857142,3.4285714285714284,0.16199999999999998,0.46153846153846156,-20.53846153846154,0,34.37388958310863,18.654973337,74.995505376,22208,17.931753623,295.1,82.49111111111111
37071,2560.4285714285716,23.142857142857142,0.11699999999999999,-7.538461538461538,-25.76923076923077,1,594.8566101761013,11.996370038,71.819103776,23710,16.059072184,242.9,81.35222222222222
20061,109.28571428571429,1,0.11800000000000001,-0.38461538461538464,-19,1,95.72555049342621,7.8964034532,56.059397435,21309,8.6457630239,324.6,80.52055555555555
39055,489,43,0.087,4.769230769230769,-25.615384615384617,1,234.95154616795378,8.8879194099,95.464261786,37537,20.375195414,267.9,75.42777777777778
16045,115.85714285714286,0,0.255,25.4,-24,1,30.105851030729394,14.15480891,87.620505841,18745,21.906544176,668.4,79.01833333333333
26049,3244.4285714285716,293.7142857142857,0.075,-0.7692307692307693,-26.076923076923077,1,648.5297303732132,6.7293853231,72.515556954,23755,17.482771841,234.7,73.55611111111111
36037,261.14285714285717,5,0.018000000000000002,-5.769230769230769,-24,1,119.79859873037738,4.8253885673,90.358366226,26381,18.692076298,164.3,74.75833333333333
28039,219,4,0.13899999999999998,-2.5,-20.5,1,48.701062959691704,14.688928642,86.804123711,20640,14.486597938,65.5,79.77666666666667
